,prefix,input_file,group,input_dir
110,image110,image10222853_2883.npz,test,/Users/lesliemeng/ImPartial2/Data/NeuN/test_image
111,image111,image10222853_2884.npz,test,/Users/lesliemeng/ImPartial2/Data/NeuN/test_image
112,image112,image10222853_2885.npz,test,/Users/lesliemeng/ImPartial2/Data/NeuN/test_image
113,image113,image10222853_2887.npz,test,/Users/lesliemeng/ImPartial2/Data/NeuN/test_image
114,image114,image10222853_2888.npz,test,/Users/lesliemeng/ImPartial2/Data/NeuN/test_image
115,image115,image10222853_2889.npz,test,/Users/lesliemeng/ImPartial2/Data/NeuN/test_image
116,image116,image10222853_2890.npz,test,/Users/lesliemeng/ImPartial2/Data/NeuN/test_image
117,image117,image10222853_2891.npz,test,/Users/lesliemeng/ImPartial2/Data/NeuN/test_image
118,image118,image10222853_2892.npz,test,/Users/lesliemeng/ImPartial2/Data/NeuN/test_image
119,image119,image10222853_2893.npz,test,/Users/lesliemeng/ImPartial2/Data/NeuN/test_image
120,image120,image10222853_2894.npz,test,/Users/lesliemeng/ImPartial2/Data/NeuN/test_image
121,image121,image10222853_2895.npz,test,/Users/lesliemeng/ImPartial2/Data/NeuN/test_image
122,image122,image10222853_2896.npz,test,/Users/lesliemeng/ImPartial2/Data/NeuN/test_image
123,image123,image10222853_2897.npz,test,/Users/lesliemeng/ImPartial2/Data/NeuN/test_image
124,image124,image10222853_2898.npz,test,/Users/lesliemeng/ImPartial2/Data/NeuN/test_image
125,image125,image10222853_2899.npz,test,/Users/lesliemeng/ImPartial2/Data/NeuN/test_image
126,image126,image10222853_2900.npz,test,/Users/lesliemeng/ImPartial2/Data/NeuN/test_image
127,image127,image10222853_2901.npz,test,/Users/lesliemeng/ImPartial2/Data/NeuN/test_image
128,image128,image10222853_2902.npz,test,/Users/lesliemeng/ImPartial2/Data/NeuN/test_image
129,image129,image10222853_2903.npz,test,/Users/lesliemeng/ImPartial2/Data/NeuN/test_image
130,image130,image10222853_2904.npz,test,/Users/lesliemeng/ImPartial2/Data/NeuN/test_image
131,image131,image10222853_2905.npz,test,/Users/lesliemeng/ImPartial2/Data/NeuN/test_image
132,image132,image10222853_2906.npz,test,/Users/lesliemeng/ImPartial2/Data/NeuN/test_image
133,image133,image10222853_2907.npz,test,/Users/lesliemeng/ImPartial2/Data/NeuN/test_image
134,image134,image10222853_2908.npz,test,/Users/lesliemeng/ImPartial2/Data/NeuN/test_image
135,image135,image10222853_2909.npz,test,/Users/lesliemeng/ImPartial2/Data/NeuN/test_image
136,image136,image10249336_1011.npz,test,/Users/lesliemeng/ImPartial2/Data/NeuN/test_image
137,image137,image10249336_1012.npz,test,/Users/lesliemeng/ImPartial2/Data/NeuN/test_image
138,image138,image10249336_1013.npz,test,/Users/lesliemeng/ImPartial2/Data/NeuN/test_image
139,image139,image10249336_1018.npz,test,/Users/lesliemeng/ImPartial2/Data/NeuN/test_image
140,image140,image10249336_1019.npz,test,/Users/lesliemeng/ImPartial2/Data/NeuN/test_image
141,image141,image10249336_1020.npz,test,/Users/lesliemeng/ImPartial2/Data/NeuN/test_image
142,image142,image10249336_1021.npz,test,/Users/lesliemeng/ImPartial2/Data/NeuN/test_image
143,image143,image10249336_1022.npz,test,/Users/lesliemeng/ImPartial2/Data/NeuN/test_image
144,image144,image10249336_1023.npz,test,/Users/lesliemeng/ImPartial2/Data/NeuN/test_image
145,image145,image10249336_1024.npz,test,/Users/lesliemeng/ImPartial2/Data/NeuN/test_image
146,image146,image10249336_1025.npz,test,/Users/lesliemeng/ImPartial2/Data/NeuN/test_image
147,image147,image10249336_1026.npz,test,/Users/lesliemeng/ImPartial2/Data/NeuN/test_image
148,image148,image10249336_1027.npz,test,/Users/lesliemeng/ImPartial2/Data/NeuN/test_image
149,image149,image10249336_1028.npz,test,/Users/lesliemeng/ImPartial2/Data/NeuN/test_image
150,image150,image10249336_1029.npz,test,/Users/lesliemeng/ImPartial2/Data/NeuN/test_image
151,image151,image10249336_1030.npz,test,/Users/lesliemeng/ImPartial2/Data/NeuN/test_image
152,image152,image10249336_1033.npz,test,/Users/lesliemeng/ImPartial2/Data/NeuN/test_image
153,image153,image10249336_1034.npz,test,/Users/lesliemeng/ImPartial2/Data/NeuN/test_image
154,image154,image10249336_1035.npz,test,/Users/lesliemeng/ImPartial2/Data/NeuN/test_image
155,image155,image10249336_1036.npz,test,/Users/lesliemeng/ImPartial2/Data/NeuN/test_image
156,image156,image10249336_1037.npz,test,/Users/lesliemeng/ImPartial2/Data/NeuN/test_image
157,image157,image10249336_1038.npz,test,/Users/lesliemeng/ImPartial2/Data/NeuN/test_image
158,image158,image10249336_1039.npz,test,/Users/lesliemeng/ImPartial2/Data/NeuN/test_image
159,image159,image10249336_1040.npz,test,/Users/lesliemeng/ImPartial2/Data/NeuN/test_image
160,image160,image10249336_1041.npz,test,/Users/lesliemeng/ImPartial2/Data/NeuN/test_image
161,image161,image10249336_1042.npz,test,/Users/lesliemeng/ImPartial2/Data/NeuN/test_image
162,image162,image10249336_1043.npz,test,/Users/lesliemeng/ImPartial2/Data/NeuN/test_image
163,image163,image10249336_1044.npz,test,/Users/lesliemeng/ImPartial2/Data/NeuN/test_image
164,image164,image10249336_1045.npz,test,/Users/lesliemeng/ImPartial2/Data/NeuN/test_image
165,image165,image10249336_1046.npz,test,/Users/lesliemeng/ImPartial2/Data/NeuN/test_image
166,image166,image10249336_1047.npz,test,/Users/lesliemeng/ImPartial2/Data/NeuN/test_image
167,image167,image10249336_1048.npz,test,/Users/lesliemeng/ImPartial2/Data/NeuN/test_image
168,image168,image10249336_1049.npz,test,/Users/lesliemeng/ImPartial2/Data/NeuN/test_image
169,image169,image10253148_1532.npz,test,/Users/lesliemeng/ImPartial2/Data/NeuN/test_image
170,image170,image10253148_1533.npz,test,/Users/lesliemeng/ImPartial2/Data/NeuN/test_image
171,image171,image10253148_1534.npz,test,/Users/lesliemeng/ImPartial2/Data/NeuN/test_image
172,image172,image10253148_1535.npz,test,/Users/lesliemeng/ImPartial2/Data/NeuN/test_image
173,image173,image10253148_1536.npz,test,/Users/lesliemeng/ImPartial2/Data/NeuN/test_image
174,image174,image10253148_1537.npz,test,/Users/lesliemeng/ImPartial2/Data/NeuN/test_image
175,image175,image10253148_1538.npz,test,/Users/lesliemeng/ImPartial2/Data/NeuN/test_image
176,image176,image10253148_1539.npz,test,/Users/lesliemeng/ImPartial2/Data/NeuN/test_image
177,image177,image10253148_1540.npz,test,/Users/lesliemeng/ImPartial2/Data/NeuN/test_image
178,image178,image10253148_1541.npz,test,/Users/lesliemeng/ImPartial2/Data/NeuN/test_image
179,image179,image10253148_1542.npz,test,/Users/lesliemeng/ImPartial2/Data/NeuN/test_image
180,image180,image10253148_1543.npz,test,/Users/lesliemeng/ImPartial2/Data/NeuN/test_image
181,image181,image10253148_1544.npz,test,/Users/lesliemeng/ImPartial2/Data/NeuN/test_image
182,image182,image10253148_1545.npz,test,/Users/lesliemeng/ImPartial2/Data/NeuN/test_image
183,image183,image10253148_1546.npz,test,/Users/lesliemeng/ImPartial2/Data/NeuN/test_image
184,image184,image10253148_1547.npz,test,/Users/lesliemeng/ImPartial2/Data/NeuN/test_image
185,image185,image10253148_1548.npz,test,/Users/lesliemeng/ImPartial2/Data/NeuN/test_image
186,image186,image10253148_1549.npz,test,/Users/lesliemeng/ImPartial2/Data/NeuN/test_image
187,image187,image10253148_1550.npz,test,/Users/lesliemeng/ImPartial2/Data/NeuN/test_image
188,image188,image10253148_1551.npz,test,/Users/lesliemeng/ImPartial2/Data/NeuN/test_image
189,image189,image10253148_1552.npz,test,/Users/lesliemeng/ImPartial2/Data/NeuN/test_image
190,image190,image10253148_1553.npz,test,/Users/lesliemeng/ImPartial2/Data/NeuN/test_image
191,image191,image10253148_1554.npz,test,/Users/lesliemeng/ImPartial2/Data/NeuN/test_image
192,image192,image10253148_1555.npz,test,/Users/lesliemeng/ImPartial2/Data/NeuN/test_image
193,image193,image10253148_1556.npz,test,/Users/lesliemeng/ImPartial2/Data/NeuN/test_image
194,image194,image10253148_1557.npz,test,/Users/lesliemeng/ImPartial2/Data/NeuN/test_image
195,image195,image10253148_1558.npz,test,/Users/lesliemeng/ImPartial2/Data/NeuN/test_image
196,image196,image10253148_1559.npz,test,/Users/lesliemeng/ImPartial2/Data/NeuN/test_image
197,image197,image10253148_1560.npz,test,/Users/lesliemeng/ImPartial2/Data/NeuN/test_image
198,image198,image10253148_1561.npz,test,/Users/lesliemeng/ImPartial2/Data/NeuN/test_image
199,image199,image10253148_1562.npz,test,/Users/lesliemeng/ImPartial2/Data/NeuN/test_image
200,image200,image10253148_1563.npz,test,/Users/lesliemeng/ImPartial2/Data/NeuN/test_image
201,image201,image10253148_1564.npz,test,/Users/lesliemeng/ImPartial2/Data/NeuN/test_image
202,image202,image10253148_1565.npz,test,/Users/lesliemeng/ImPartial2/Data/NeuN/test_image
203,image203,image10260309_3348.npz,test,/Users/lesliemeng/ImPartial2/Data/NeuN/test_image
204,image204,image10260309_3349.npz,test,/Users/lesliemeng/ImPartial2/Data/NeuN/test_image
205,image205,image10260309_3350.npz,test,/Users/lesliemeng/ImPartial2/Data/NeuN/test_image
206,image206,image10260309_3351.npz,test,/Users/lesliemeng/ImPartial2/Data/NeuN/test_image
207,image207,image10260309_3352.npz,test,/Users/lesliemeng/ImPartial2/Data/NeuN/test_image
208,image208,image10260309_3353.npz,test,/Users/lesliemeng/ImPartial2/Data/NeuN/test_image
209,image209,image10260309_3354.npz,test,/Users/lesliemeng/ImPartial2/Data/NeuN/test_image
210,image210,image10260309_3355.npz,test,/Users/lesliemeng/ImPartial2/Data/NeuN/test_image
211,image211,image10260309_3356.npz,test,/Users/lesliemeng/ImPartial2/Data/NeuN/test_image
212,image212,image10260309_3357.npz,test,/Users/lesliemeng/ImPartial2/Data/NeuN/test_image
213,image213,image10260309_3358.npz,test,/Users/lesliemeng/ImPartial2/Data/NeuN/test_image
214,image214,image10260309_3359.npz,test,/Users/lesliemeng/ImPartial2/Data/NeuN/test_image
215,image215,image10260309_3360.npz,test,/Users/lesliemeng/ImPartial2/Data/NeuN/test_image
216,image216,image10260309_3361.npz,test,/Users/lesliemeng/ImPartial2/Data/NeuN/test_image
217,image217,image10260309_3362.npz,test,/Users/lesliemeng/ImPartial2/Data/NeuN/test_image
218,image218,image10260309_3363.npz,test,/Users/lesliemeng/ImPartial2/Data/NeuN/test_image
219,image219,image10260309_3364.npz,test,/Users/lesliemeng/ImPartial2/Data/NeuN/test_image
220,image220,image10260309_3365.npz,test,/Users/lesliemeng/ImPartial2/Data/NeuN/test_image
221,image221,image10260309_3366.npz,test,/Users/lesliemeng/ImPartial2/Data/NeuN/test_image
222,image222,image10260309_3367.npz,test,/Users/lesliemeng/ImPartial2/Data/NeuN/test_image
223,image223,image10260309_3368.npz,test,/Users/lesliemeng/ImPartial2/Data/NeuN/test_image
224,image224,image10260309_3369.npz,test,/Users/lesliemeng/ImPartial2/Data/NeuN/test_image
225,image225,image10260309_3370.npz,test,/Users/lesliemeng/ImPartial2/Data/NeuN/test_image
226,image226,image10260309_3371.npz,test,/Users/lesliemeng/ImPartial2/Data/NeuN/test_image
227,image227,image10260309_3372.npz,test,/Users/lesliemeng/ImPartial2/Data/NeuN/test_image
228,image228,image10260309_3373.npz,test,/Users/lesliemeng/ImPartial2/Data/NeuN/test_image
229,image229,image10260309_3375.npz,test,/Users/lesliemeng/ImPartial2/Data/NeuN/test_image
230,image230,image10260309_3377.npz,test,/Users/lesliemeng/ImPartial2/Data/NeuN/test_image
231,image231,image10260309_3378.npz,test,/Users/lesliemeng/ImPartial2/Data/NeuN/test_image
232,image232,image10260309_3379.npz,test,/Users/lesliemeng/ImPartial2/Data/NeuN/test_image
233,image233,image10260309_3380.npz,test,/Users/lesliemeng/ImPartial2/Data/NeuN/test_image
234,image234,image10288185_2744.npz,test,/Users/lesliemeng/ImPartial2/Data/NeuN/test_image
235,image235,image10288185_2745.npz,test,/Users/lesliemeng/ImPartial2/Data/NeuN/test_image
236,image236,image10288185_2746.npz,test,/Users/lesliemeng/ImPartial2/Data/NeuN/test_image
237,image237,image10288185_2747.npz,test,/Users/lesliemeng/ImPartial2/Data/NeuN/test_image
238,image238,image10288185_2748.npz,test,/Users/lesliemeng/ImPartial2/Data/NeuN/test_image
239,image239,image10288185_2749.npz,test,/Users/lesliemeng/ImPartial2/Data/NeuN/test_image
240,image240,image10288185_2750.npz,test,/Users/lesliemeng/ImPartial2/Data/NeuN/test_image
241,image241,image10288185_2751.npz,test,/Users/lesliemeng/ImPartial2/Data/NeuN/test_image
242,image242,image10288185_2752.npz,test,/Users/lesliemeng/ImPartial2/Data/NeuN/test_image
243,image243,image10288185_2753.npz,test,/Users/lesliemeng/ImPartial2/Data/NeuN/test_image
244,image244,image10288185_2754.npz,test,/Users/lesliemeng/ImPartial2/Data/NeuN/test_image
245,image245,image10288185_2755.npz,test,/Users/lesliemeng/ImPartial2/Data/NeuN/test_image
246,image246,image10288185_2756.npz,test,/Users/lesliemeng/ImPartial2/Data/NeuN/test_image
247,image247,image10288185_2757.npz,test,/Users/lesliemeng/ImPartial2/Data/NeuN/test_image
248,image248,image10288185_2758.npz,test,/Users/lesliemeng/ImPartial2/Data/NeuN/test_image
249,image249,image10288185_2759.npz,test,/Users/lesliemeng/ImPartial2/Data/NeuN/test_image
250,image250,image10288185_2760.npz,test,/Users/lesliemeng/ImPartial2/Data/NeuN/test_image
251,image251,image10288185_2761.npz,test,/Users/lesliemeng/ImPartial2/Data/NeuN/test_image
252,image252,image10288185_2762.npz,test,/Users/lesliemeng/ImPartial2/Data/NeuN/test_image
253,image253,image10288185_2763.npz,test,/Users/lesliemeng/ImPartial2/Data/NeuN/test_image
254,image254,image10288185_2764.npz,test,/Users/lesliemeng/ImPartial2/Data/NeuN/test_image
255,image255,image10288185_2765.npz,test,/Users/lesliemeng/ImPartial2/Data/NeuN/test_image
256,image256,image10288185_2766.npz,test,/Users/lesliemeng/ImPartial2/Data/NeuN/test_image
257,image257,image10288185_2767.npz,test,/Users/lesliemeng/ImPartial2/Data/NeuN/test_image
258,image258,image10288185_2768.npz,test,/Users/lesliemeng/ImPartial2/Data/NeuN/test_image
259,image259,image10288185_2769.npz,test,/Users/lesliemeng/ImPartial2/Data/NeuN/test_image
260,image260,image10288185_2770.npz,test,/Users/lesliemeng/ImPartial2/Data/NeuN/test_image
261,image261,image10288185_2771.npz,test,/Users/lesliemeng/ImPartial2/Data/NeuN/test_image
262,image262,image10288185_2772.npz,test,/Users/lesliemeng/ImPartial2/Data/NeuN/test_image
263,image263,image10288185_2773.npz,test,/Users/lesliemeng/ImPartial2/Data/NeuN/test_image
264,image264,image10288185_2774.npz,test,/Users/lesliemeng/ImPartial2/Data/NeuN/test_image
265,image265,image10288185_2775.npz,test,/Users/lesliemeng/ImPartial2/Data/NeuN/test_image
266,image266,image10290427_2230.npz,test,/Users/lesliemeng/ImPartial2/Data/NeuN/test_image
267,image267,image10290427_2231.npz,test,/Users/lesliemeng/ImPartial2/Data/NeuN/test_image
268,image268,image10290427_2232.npz,test,/Users/lesliemeng/ImPartial2/Data/NeuN/test_image
269,image269,image10290427_2233.npz,test,/Users/lesliemeng/ImPartial2/Data/NeuN/test_image
270,image270,image10290427_2234.npz,test,/Users/lesliemeng/ImPartial2/Data/NeuN/test_image
271,image271,image10290427_2235.npz,test,/Users/lesliemeng/ImPartial2/Data/NeuN/test_image
272,image272,image10290427_2236.npz,test,/Users/lesliemeng/ImPartial2/Data/NeuN/test_image
273,image273,image10290427_2237.npz,test,/Users/lesliemeng/ImPartial2/Data/NeuN/test_image
274,image274,image10290427_2238.npz,test,/Users/lesliemeng/ImPartial2/Data/NeuN/test_image
275,image275,image10290427_2239.npz,test,/Users/lesliemeng/ImPartial2/Data/NeuN/test_image
276,image276,image10290427_2240.npz,test,/Users/lesliemeng/ImPartial2/Data/NeuN/test_image
277,image277,image10290427_2241.npz,test,/Users/lesliemeng/ImPartial2/Data/NeuN/test_image
278,image278,image10290427_2244.npz,test,/Users/lesliemeng/ImPartial2/Data/NeuN/test_image
279,image279,image10290427_2245.npz,test,/Users/lesliemeng/ImPartial2/Data/NeuN/test_image
280,image280,image10290427_2246.npz,test,/Users/lesliemeng/ImPartial2/Data/NeuN/test_image
281,image281,image10290427_2247.npz,test,/Users/lesliemeng/ImPartial2/Data/NeuN/test_image
282,image282,image10290427_2248.npz,test,/Users/lesliemeng/ImPartial2/Data/NeuN/test_image
283,image283,image10290427_2249.npz,test,/Users/lesliemeng/ImPartial2/Data/NeuN/test_image
284,image284,image10290427_2250.npz,test,/Users/lesliemeng/ImPartial2/Data/NeuN/test_image
285,image285,image10290427_2251.npz,test,/Users/lesliemeng/ImPartial2/Data/NeuN/test_image
286,image286,image10290427_2252.npz,test,/Users/lesliemeng/ImPartial2/Data/NeuN/test_image
287,image287,image10290427_2253.npz,test,/Users/lesliemeng/ImPartial2/Data/NeuN/test_image
288,image288,image10290427_2254.npz,test,/Users/lesliemeng/ImPartial2/Data/NeuN/test_image
289,image289,image10290427_2255.npz,test,/Users/lesliemeng/ImPartial2/Data/NeuN/test_image
290,image290,image10290427_2256.npz,test,/Users/lesliemeng/ImPartial2/Data/NeuN/test_image
