,prefix,input_file,group,input_dir
211,image211,image10260309_15010.npz,test,/Users/lesliemeng/ImPartial2/Data/PECAM/test_image
212,image212,image10260309_15011.npz,test,/Users/lesliemeng/ImPartial2/Data/PECAM/test_image
213,image213,image10260309_15012.npz,test,/Users/lesliemeng/ImPartial2/Data/PECAM/test_image
214,image214,image10260309_15013.npz,test,/Users/lesliemeng/ImPartial2/Data/PECAM/test_image
215,image215,image10260309_15014.npz,test,/Users/lesliemeng/ImPartial2/Data/PECAM/test_image
216,image216,image10260309_15015.npz,test,/Users/lesliemeng/ImPartial2/Data/PECAM/test_image
217,image217,image10260309_15016.npz,test,/Users/lesliemeng/ImPartial2/Data/PECAM/test_image
218,image218,image10260309_15017.npz,test,/Users/lesliemeng/ImPartial2/Data/PECAM/test_image
219,image219,image10260309_15019.npz,test,/Users/lesliemeng/ImPartial2/Data/PECAM/test_image
220,image220,image10260309_15020.npz,test,/Users/lesliemeng/ImPartial2/Data/PECAM/test_image
221,image221,image10260309_15021.npz,test,/Users/lesliemeng/ImPartial2/Data/PECAM/test_image
222,image222,image10260309_15022.npz,test,/Users/lesliemeng/ImPartial2/Data/PECAM/test_image
223,image223,image10260309_15023.npz,test,/Users/lesliemeng/ImPartial2/Data/PECAM/test_image
224,image224,image10260309_15025.npz,test,/Users/lesliemeng/ImPartial2/Data/PECAM/test_image
225,image225,image10260309_15026.npz,test,/Users/lesliemeng/ImPartial2/Data/PECAM/test_image
226,image226,image10260309_15027.npz,test,/Users/lesliemeng/ImPartial2/Data/PECAM/test_image
227,image227,image10260309_15028.npz,test,/Users/lesliemeng/ImPartial2/Data/PECAM/test_image
228,image228,image10260309_15029.npz,test,/Users/lesliemeng/ImPartial2/Data/PECAM/test_image
229,image229,image10288185_16186.npz,test,/Users/lesliemeng/ImPartial2/Data/PECAM/test_image
230,image230,image10288185_16187.npz,test,/Users/lesliemeng/ImPartial2/Data/PECAM/test_image
231,image231,image10288185_16188.npz,test,/Users/lesliemeng/ImPartial2/Data/PECAM/test_image
232,image232,image10288185_16189.npz,test,/Users/lesliemeng/ImPartial2/Data/PECAM/test_image
233,image233,image10288185_16190.npz,test,/Users/lesliemeng/ImPartial2/Data/PECAM/test_image
234,image234,image10288185_16191.npz,test,/Users/lesliemeng/ImPartial2/Data/PECAM/test_image
235,image235,image10288185_16192.npz,test,/Users/lesliemeng/ImPartial2/Data/PECAM/test_image
236,image236,image10288185_16193.npz,test,/Users/lesliemeng/ImPartial2/Data/PECAM/test_image
237,image237,image10288185_16194.npz,test,/Users/lesliemeng/ImPartial2/Data/PECAM/test_image
238,image238,image10288185_16195.npz,test,/Users/lesliemeng/ImPartial2/Data/PECAM/test_image
239,image239,image10288185_16196.npz,test,/Users/lesliemeng/ImPartial2/Data/PECAM/test_image
240,image240,image10288185_16197.npz,test,/Users/lesliemeng/ImPartial2/Data/PECAM/test_image
241,image241,image10288185_16198.npz,test,/Users/lesliemeng/ImPartial2/Data/PECAM/test_image
242,image242,image10288185_16200.npz,test,/Users/lesliemeng/ImPartial2/Data/PECAM/test_image
243,image243,image10288185_16201.npz,test,/Users/lesliemeng/ImPartial2/Data/PECAM/test_image
244,image244,image10288185_16202.npz,test,/Users/lesliemeng/ImPartial2/Data/PECAM/test_image
245,image245,image10288185_16203.npz,test,/Users/lesliemeng/ImPartial2/Data/PECAM/test_image
246,image246,image10288185_16204.npz,test,/Users/lesliemeng/ImPartial2/Data/PECAM/test_image
247,image247,image10288185_16205.npz,test,/Users/lesliemeng/ImPartial2/Data/PECAM/test_image
248,image248,image10288185_16206.npz,test,/Users/lesliemeng/ImPartial2/Data/PECAM/test_image
249,image249,image10288185_16207.npz,test,/Users/lesliemeng/ImPartial2/Data/PECAM/test_image
250,image250,image10288185_16208.npz,test,/Users/lesliemeng/ImPartial2/Data/PECAM/test_image
251,image251,image10288185_16209.npz,test,/Users/lesliemeng/ImPartial2/Data/PECAM/test_image
252,image252,image10288185_16210.npz,test,/Users/lesliemeng/ImPartial2/Data/PECAM/test_image
253,image253,image10288185_16211.npz,test,/Users/lesliemeng/ImPartial2/Data/PECAM/test_image
254,image254,image10288185_16212.npz,test,/Users/lesliemeng/ImPartial2/Data/PECAM/test_image
255,image255,image10288185_16214.npz,test,/Users/lesliemeng/ImPartial2/Data/PECAM/test_image
256,image256,image10288185_16215.npz,test,/Users/lesliemeng/ImPartial2/Data/PECAM/test_image
257,image257,image10288185_16216.npz,test,/Users/lesliemeng/ImPartial2/Data/PECAM/test_image
258,image258,image10288185_16217.npz,test,/Users/lesliemeng/ImPartial2/Data/PECAM/test_image
259,image259,image10288185_16218.npz,test,/Users/lesliemeng/ImPartial2/Data/PECAM/test_image
260,image260,image10288185_16219.npz,test,/Users/lesliemeng/ImPartial2/Data/PECAM/test_image
261,image261,image10290427_15884.npz,test,/Users/lesliemeng/ImPartial2/Data/PECAM/test_image
262,image262,image10290427_15885.npz,test,/Users/lesliemeng/ImPartial2/Data/PECAM/test_image
263,image263,image10290427_15886.npz,test,/Users/lesliemeng/ImPartial2/Data/PECAM/test_image
264,image264,image10290427_15887.npz,test,/Users/lesliemeng/ImPartial2/Data/PECAM/test_image
265,image265,image10290427_15888.npz,test,/Users/lesliemeng/ImPartial2/Data/PECAM/test_image
266,image266,image10290427_15889.npz,test,/Users/lesliemeng/ImPartial2/Data/PECAM/test_image
267,image267,image10290427_15890.npz,test,/Users/lesliemeng/ImPartial2/Data/PECAM/test_image
268,image268,image10290427_15891.npz,test,/Users/lesliemeng/ImPartial2/Data/PECAM/test_image
269,image269,image10290427_15892.npz,test,/Users/lesliemeng/ImPartial2/Data/PECAM/test_image
270,image270,image10290427_15893.npz,test,/Users/lesliemeng/ImPartial2/Data/PECAM/test_image
271,image271,image10290427_15894.npz,test,/Users/lesliemeng/ImPartial2/Data/PECAM/test_image
272,image272,image10290427_15895.npz,test,/Users/lesliemeng/ImPartial2/Data/PECAM/test_image
273,image273,image10290427_15896.npz,test,/Users/lesliemeng/ImPartial2/Data/PECAM/test_image
274,image274,image10290427_15897.npz,test,/Users/lesliemeng/ImPartial2/Data/PECAM/test_image
275,image275,image10290427_15898.npz,test,/Users/lesliemeng/ImPartial2/Data/PECAM/test_image
276,image276,image10290427_15899.npz,test,/Users/lesliemeng/ImPartial2/Data/PECAM/test_image
277,image277,image10290427_15900.npz,test,/Users/lesliemeng/ImPartial2/Data/PECAM/test_image
278,image278,image10290427_15901.npz,test,/Users/lesliemeng/ImPartial2/Data/PECAM/test_image
279,image279,image10290427_15902.npz,test,/Users/lesliemeng/ImPartial2/Data/PECAM/test_image
280,image280,image10290427_15903.npz,test,/Users/lesliemeng/ImPartial2/Data/PECAM/test_image
281,image281,image10290427_15904.npz,test,/Users/lesliemeng/ImPartial2/Data/PECAM/test_image
282,image282,image10290427_15905.npz,test,/Users/lesliemeng/ImPartial2/Data/PECAM/test_image
283,image283,image10290427_15906.npz,test,/Users/lesliemeng/ImPartial2/Data/PECAM/test_image
284,image284,image10290427_15907.npz,test,/Users/lesliemeng/ImPartial2/Data/PECAM/test_image
285,image285,image10290427_15908.npz,test,/Users/lesliemeng/ImPartial2/Data/PECAM/test_image
286,image286,image10290427_15909.npz,test,/Users/lesliemeng/ImPartial2/Data/PECAM/test_image
287,image287,image10290427_15910.npz,test,/Users/lesliemeng/ImPartial2/Data/PECAM/test_image
288,image288,image10290427_15911.npz,test,/Users/lesliemeng/ImPartial2/Data/PECAM/test_image
289,image289,image10290427_15912.npz,test,/Users/lesliemeng/ImPartial2/Data/PECAM/test_image
290,image290,image10290427_15913.npz,test,/Users/lesliemeng/ImPartial2/Data/PECAM/test_image
