,prefix,input_file,group,input_dir
77,image77,image10208143_4376.npz,test,/Users/lesliemeng/ImPartial2/Data/GFAP/test_image
78,image78,image10208143_4377.npz,test,/Users/lesliemeng/ImPartial2/Data/GFAP/test_image
79,image79,image10208143_4378.npz,test,/Users/lesliemeng/ImPartial2/Data/GFAP/test_image
80,image80,image10208143_4379.npz,test,/Users/lesliemeng/ImPartial2/Data/GFAP/test_image
81,image81,image10208143_4380.npz,test,/Users/lesliemeng/ImPartial2/Data/GFAP/test_image
82,image82,image10208143_4381.npz,test,/Users/lesliemeng/ImPartial2/Data/GFAP/test_image
83,image83,image10208143_4382.npz,test,/Users/lesliemeng/ImPartial2/Data/GFAP/test_image
84,image84,image10208143_4383.npz,test,/Users/lesliemeng/ImPartial2/Data/GFAP/test_image
85,image85,image10208143_4384.npz,test,/Users/lesliemeng/ImPartial2/Data/GFAP/test_image
86,image86,image10208143_4385.npz,test,/Users/lesliemeng/ImPartial2/Data/GFAP/test_image
87,image87,image10208143_4386.npz,test,/Users/lesliemeng/ImPartial2/Data/GFAP/test_image
88,image88,image10208143_4387.npz,test,/Users/lesliemeng/ImPartial2/Data/GFAP/test_image
89,image89,image10208143_4388.npz,test,/Users/lesliemeng/ImPartial2/Data/GFAP/test_image
90,image90,image10208143_4389.npz,test,/Users/lesliemeng/ImPartial2/Data/GFAP/test_image
91,image91,image10208143_4390.npz,test,/Users/lesliemeng/ImPartial2/Data/GFAP/test_image
92,image92,image10208143_4391.npz,test,/Users/lesliemeng/ImPartial2/Data/GFAP/test_image
93,image93,image10208143_4392.npz,test,/Users/lesliemeng/ImPartial2/Data/GFAP/test_image
94,image94,image10208143_4393.npz,test,/Users/lesliemeng/ImPartial2/Data/GFAP/test_image
95,image95,image10208143_4394.npz,test,/Users/lesliemeng/ImPartial2/Data/GFAP/test_image
96,image96,image10208143_4395.npz,test,/Users/lesliemeng/ImPartial2/Data/GFAP/test_image
97,image97,image10208143_4396.npz,test,/Users/lesliemeng/ImPartial2/Data/GFAP/test_image
98,image98,image10208143_4397.npz,test,/Users/lesliemeng/ImPartial2/Data/GFAP/test_image
99,image99,image10208143_4398.npz,test,/Users/lesliemeng/ImPartial2/Data/GFAP/test_image
100,image100,image10208143_4399.npz,test,/Users/lesliemeng/ImPartial2/Data/GFAP/test_image
101,image101,image10208143_4400.npz,test,/Users/lesliemeng/ImPartial2/Data/GFAP/test_image
102,image102,image10222853_4172.npz,test,/Users/lesliemeng/ImPartial2/Data/GFAP/test_image
103,image103,image10222853_4173.npz,test,/Users/lesliemeng/ImPartial2/Data/GFAP/test_image
104,image104,image10222853_4174.npz,test,/Users/lesliemeng/ImPartial2/Data/GFAP/test_image
105,image105,image10222853_4175.npz,test,/Users/lesliemeng/ImPartial2/Data/GFAP/test_image
106,image106,image10222853_4176.npz,test,/Users/lesliemeng/ImPartial2/Data/GFAP/test_image
107,image107,image10222853_4177.npz,test,/Users/lesliemeng/ImPartial2/Data/GFAP/test_image
108,image108,image10222853_4178.npz,test,/Users/lesliemeng/ImPartial2/Data/GFAP/test_image
109,image109,image10222853_4179.npz,test,/Users/lesliemeng/ImPartial2/Data/GFAP/test_image
110,image110,image10222853_4180.npz,test,/Users/lesliemeng/ImPartial2/Data/GFAP/test_image
111,image111,image10222853_4181.npz,test,/Users/lesliemeng/ImPartial2/Data/GFAP/test_image
112,image112,image10222853_4182.npz,test,/Users/lesliemeng/ImPartial2/Data/GFAP/test_image
113,image113,image10222853_4183.npz,test,/Users/lesliemeng/ImPartial2/Data/GFAP/test_image
114,image114,image10222853_4184.npz,test,/Users/lesliemeng/ImPartial2/Data/GFAP/test_image
115,image115,image10222853_4185.npz,test,/Users/lesliemeng/ImPartial2/Data/GFAP/test_image
116,image116,image10222853_4186.npz,test,/Users/lesliemeng/ImPartial2/Data/GFAP/test_image
117,image117,image10222853_4187.npz,test,/Users/lesliemeng/ImPartial2/Data/GFAP/test_image
118,image118,image10222853_4188.npz,test,/Users/lesliemeng/ImPartial2/Data/GFAP/test_image
119,image119,image10222853_4189.npz,test,/Users/lesliemeng/ImPartial2/Data/GFAP/test_image
120,image120,image10222853_4190.npz,test,/Users/lesliemeng/ImPartial2/Data/GFAP/test_image
121,image121,image10222853_4191.npz,test,/Users/lesliemeng/ImPartial2/Data/GFAP/test_image
122,image122,image10222853_4192.npz,test,/Users/lesliemeng/ImPartial2/Data/GFAP/test_image
123,image123,image10222853_4193.npz,test,/Users/lesliemeng/ImPartial2/Data/GFAP/test_image
124,image124,image10222853_4194.npz,test,/Users/lesliemeng/ImPartial2/Data/GFAP/test_image
125,image125,image10222853_4195.npz,test,/Users/lesliemeng/ImPartial2/Data/GFAP/test_image
126,image126,image10222853_4196.npz,test,/Users/lesliemeng/ImPartial2/Data/GFAP/test_image
127,image127,image10222853_4197.npz,test,/Users/lesliemeng/ImPartial2/Data/GFAP/test_image
128,image128,image10222853_4198.npz,test,/Users/lesliemeng/ImPartial2/Data/GFAP/test_image
129,image129,image10222853_4199.npz,test,/Users/lesliemeng/ImPartial2/Data/GFAP/test_image
130,image130,image10222853_4200.npz,test,/Users/lesliemeng/ImPartial2/Data/GFAP/test_image
131,image131,image10222853_4201.npz,test,/Users/lesliemeng/ImPartial2/Data/GFAP/test_image
132,image132,image10222853_4202.npz,test,/Users/lesliemeng/ImPartial2/Data/GFAP/test_image
133,image133,image10222853_4203.npz,test,/Users/lesliemeng/ImPartial2/Data/GFAP/test_image
134,image134,image10222853_4204.npz,test,/Users/lesliemeng/ImPartial2/Data/GFAP/test_image
135,image135,image10222853_4205.npz,test,/Users/lesliemeng/ImPartial2/Data/GFAP/test_image
136,image136,image10222853_4206.npz,test,/Users/lesliemeng/ImPartial2/Data/GFAP/test_image
137,image137,image10249336_6509.npz,test,/Users/lesliemeng/ImPartial2/Data/GFAP/test_image
138,image138,image10249336_6510.npz,test,/Users/lesliemeng/ImPartial2/Data/GFAP/test_image
139,image139,image10249336_6511.npz,test,/Users/lesliemeng/ImPartial2/Data/GFAP/test_image
140,image140,image10249336_6513.npz,test,/Users/lesliemeng/ImPartial2/Data/GFAP/test_image
141,image141,image10249336_6514.npz,test,/Users/lesliemeng/ImPartial2/Data/GFAP/test_image
142,image142,image10249336_6515.npz,test,/Users/lesliemeng/ImPartial2/Data/GFAP/test_image
143,image143,image10249336_6517.npz,test,/Users/lesliemeng/ImPartial2/Data/GFAP/test_image
144,image144,image10249336_6518.npz,test,/Users/lesliemeng/ImPartial2/Data/GFAP/test_image
145,image145,image10249336_6519.npz,test,/Users/lesliemeng/ImPartial2/Data/GFAP/test_image
146,image146,image10249336_6520.npz,test,/Users/lesliemeng/ImPartial2/Data/GFAP/test_image
147,image147,image10249336_6521.npz,test,/Users/lesliemeng/ImPartial2/Data/GFAP/test_image
148,image148,image10249336_6522.npz,test,/Users/lesliemeng/ImPartial2/Data/GFAP/test_image
149,image149,image10249336_6523.npz,test,/Users/lesliemeng/ImPartial2/Data/GFAP/test_image
150,image150,image10249336_6525.npz,test,/Users/lesliemeng/ImPartial2/Data/GFAP/test_image
151,image151,image10249336_6526.npz,test,/Users/lesliemeng/ImPartial2/Data/GFAP/test_image
152,image152,image10249336_6527.npz,test,/Users/lesliemeng/ImPartial2/Data/GFAP/test_image
153,image153,image10249336_6528.npz,test,/Users/lesliemeng/ImPartial2/Data/GFAP/test_image
154,image154,image10249336_6529.npz,test,/Users/lesliemeng/ImPartial2/Data/GFAP/test_image
155,image155,image10249336_6530.npz,test,/Users/lesliemeng/ImPartial2/Data/GFAP/test_image
156,image156,image10249336_6531.npz,test,/Users/lesliemeng/ImPartial2/Data/GFAP/test_image
157,image157,image10249336_6532.npz,test,/Users/lesliemeng/ImPartial2/Data/GFAP/test_image
158,image158,image10249336_6533.npz,test,/Users/lesliemeng/ImPartial2/Data/GFAP/test_image
159,image159,image10249336_6534.npz,test,/Users/lesliemeng/ImPartial2/Data/GFAP/test_image
160,image160,image10249336_6535.npz,test,/Users/lesliemeng/ImPartial2/Data/GFAP/test_image
161,image161,image10249336_6536.npz,test,/Users/lesliemeng/ImPartial2/Data/GFAP/test_image
162,image162,image10249336_6537.npz,test,/Users/lesliemeng/ImPartial2/Data/GFAP/test_image
163,image163,image10249336_6538.npz,test,/Users/lesliemeng/ImPartial2/Data/GFAP/test_image
164,image164,image10249336_6540.npz,test,/Users/lesliemeng/ImPartial2/Data/GFAP/test_image
165,image165,image10249336_6541.npz,test,/Users/lesliemeng/ImPartial2/Data/GFAP/test_image
166,image166,image10249336_6542.npz,test,/Users/lesliemeng/ImPartial2/Data/GFAP/test_image
167,image167,image10249336_6543.npz,test,/Users/lesliemeng/ImPartial2/Data/GFAP/test_image
168,image168,image10249336_6544.npz,test,/Users/lesliemeng/ImPartial2/Data/GFAP/test_image
169,image169,image10253148_4736.npz,test,/Users/lesliemeng/ImPartial2/Data/GFAP/test_image
170,image170,image10253148_4737.npz,test,/Users/lesliemeng/ImPartial2/Data/GFAP/test_image
171,image171,image10253148_4738.npz,test,/Users/lesliemeng/ImPartial2/Data/GFAP/test_image
172,image172,image10253148_4739.npz,test,/Users/lesliemeng/ImPartial2/Data/GFAP/test_image
173,image173,image10253148_4740.npz,test,/Users/lesliemeng/ImPartial2/Data/GFAP/test_image
174,image174,image10253148_4741.npz,test,/Users/lesliemeng/ImPartial2/Data/GFAP/test_image
175,image175,image10253148_4742.npz,test,/Users/lesliemeng/ImPartial2/Data/GFAP/test_image
176,image176,image10253148_4743.npz,test,/Users/lesliemeng/ImPartial2/Data/GFAP/test_image
177,image177,image10253148_4744.npz,test,/Users/lesliemeng/ImPartial2/Data/GFAP/test_image
178,image178,image10253148_4745.npz,test,/Users/lesliemeng/ImPartial2/Data/GFAP/test_image
179,image179,image10253148_4746.npz,test,/Users/lesliemeng/ImPartial2/Data/GFAP/test_image
180,image180,image10253148_4747.npz,test,/Users/lesliemeng/ImPartial2/Data/GFAP/test_image
181,image181,image10253148_4748.npz,test,/Users/lesliemeng/ImPartial2/Data/GFAP/test_image
182,image182,image10253148_4749.npz,test,/Users/lesliemeng/ImPartial2/Data/GFAP/test_image
183,image183,image10253148_4750.npz,test,/Users/lesliemeng/ImPartial2/Data/GFAP/test_image
184,image184,image10253148_4751.npz,test,/Users/lesliemeng/ImPartial2/Data/GFAP/test_image
185,image185,image10253148_4752.npz,test,/Users/lesliemeng/ImPartial2/Data/GFAP/test_image
186,image186,image10253148_4753.npz,test,/Users/lesliemeng/ImPartial2/Data/GFAP/test_image
187,image187,image10253148_4755.npz,test,/Users/lesliemeng/ImPartial2/Data/GFAP/test_image
188,image188,image10253148_4756.npz,test,/Users/lesliemeng/ImPartial2/Data/GFAP/test_image
189,image189,image10253148_4757.npz,test,/Users/lesliemeng/ImPartial2/Data/GFAP/test_image
190,image190,image10253148_4758.npz,test,/Users/lesliemeng/ImPartial2/Data/GFAP/test_image
191,image191,image10253148_4759.npz,test,/Users/lesliemeng/ImPartial2/Data/GFAP/test_image
192,image192,image10253148_4760.npz,test,/Users/lesliemeng/ImPartial2/Data/GFAP/test_image
193,image193,image10253148_4761.npz,test,/Users/lesliemeng/ImPartial2/Data/GFAP/test_image
194,image194,image10253148_4762.npz,test,/Users/lesliemeng/ImPartial2/Data/GFAP/test_image
195,image195,image10253148_4763.npz,test,/Users/lesliemeng/ImPartial2/Data/GFAP/test_image
196,image196,image10253148_4764.npz,test,/Users/lesliemeng/ImPartial2/Data/GFAP/test_image
197,image197,image10253148_4765.npz,test,/Users/lesliemeng/ImPartial2/Data/GFAP/test_image
198,image198,image10253148_4766.npz,test,/Users/lesliemeng/ImPartial2/Data/GFAP/test_image
199,image199,image10253148_4767.npz,test,/Users/lesliemeng/ImPartial2/Data/GFAP/test_image
200,image200,image10253148_4768.npz,test,/Users/lesliemeng/ImPartial2/Data/GFAP/test_image
201,image201,image10253148_4769.npz,test,/Users/lesliemeng/ImPartial2/Data/GFAP/test_image
202,image202,image10253148_4770.npz,test,/Users/lesliemeng/ImPartial2/Data/GFAP/test_image
203,image203,image10253148_4771.npz,test,/Users/lesliemeng/ImPartial2/Data/GFAP/test_image
204,image204,image10260309_5035.npz,test,/Users/lesliemeng/ImPartial2/Data/GFAP/test_image
205,image205,image10260309_5036.npz,test,/Users/lesliemeng/ImPartial2/Data/GFAP/test_image
206,image206,image10260309_5037.npz,test,/Users/lesliemeng/ImPartial2/Data/GFAP/test_image
207,image207,image10260309_5038.npz,test,/Users/lesliemeng/ImPartial2/Data/GFAP/test_image
208,image208,image10260309_5039.npz,test,/Users/lesliemeng/ImPartial2/Data/GFAP/test_image
209,image209,image10260309_5040.npz,test,/Users/lesliemeng/ImPartial2/Data/GFAP/test_image
210,image210,image10260309_5041.npz,test,/Users/lesliemeng/ImPartial2/Data/GFAP/test_image
211,image211,image10260309_5042.npz,test,/Users/lesliemeng/ImPartial2/Data/GFAP/test_image
212,image212,image10260309_5043.npz,test,/Users/lesliemeng/ImPartial2/Data/GFAP/test_image
213,image213,image10260309_5044.npz,test,/Users/lesliemeng/ImPartial2/Data/GFAP/test_image
214,image214,image10260309_5045.npz,test,/Users/lesliemeng/ImPartial2/Data/GFAP/test_image
215,image215,image10260309_5046.npz,test,/Users/lesliemeng/ImPartial2/Data/GFAP/test_image
216,image216,image10260309_5047.npz,test,/Users/lesliemeng/ImPartial2/Data/GFAP/test_image
217,image217,image10260309_5048.npz,test,/Users/lesliemeng/ImPartial2/Data/GFAP/test_image
218,image218,image10260309_5049.npz,test,/Users/lesliemeng/ImPartial2/Data/GFAP/test_image
219,image219,image10260309_5050.npz,test,/Users/lesliemeng/ImPartial2/Data/GFAP/test_image
220,image220,image10260309_5051.npz,test,/Users/lesliemeng/ImPartial2/Data/GFAP/test_image
221,image221,image10260309_5052.npz,test,/Users/lesliemeng/ImPartial2/Data/GFAP/test_image
222,image222,image10260309_5053.npz,test,/Users/lesliemeng/ImPartial2/Data/GFAP/test_image
223,image223,image10260309_5054.npz,test,/Users/lesliemeng/ImPartial2/Data/GFAP/test_image
224,image224,image10260309_5055.npz,test,/Users/lesliemeng/ImPartial2/Data/GFAP/test_image
225,image225,image10260309_5056.npz,test,/Users/lesliemeng/ImPartial2/Data/GFAP/test_image
226,image226,image10260309_5057.npz,test,/Users/lesliemeng/ImPartial2/Data/GFAP/test_image
227,image227,image10260309_5058.npz,test,/Users/lesliemeng/ImPartial2/Data/GFAP/test_image
228,image228,image10260309_5059.npz,test,/Users/lesliemeng/ImPartial2/Data/GFAP/test_image
229,image229,image10260309_5060.npz,test,/Users/lesliemeng/ImPartial2/Data/GFAP/test_image
230,image230,image10260309_5061.npz,test,/Users/lesliemeng/ImPartial2/Data/GFAP/test_image
231,image231,image10260309_5062.npz,test,/Users/lesliemeng/ImPartial2/Data/GFAP/test_image
232,image232,image10260309_5063.npz,test,/Users/lesliemeng/ImPartial2/Data/GFAP/test_image
233,image233,image10260309_5064.npz,test,/Users/lesliemeng/ImPartial2/Data/GFAP/test_image
234,image234,image10260309_5065.npz,test,/Users/lesliemeng/ImPartial2/Data/GFAP/test_image
235,image235,image10260309_5066.npz,test,/Users/lesliemeng/ImPartial2/Data/GFAP/test_image
236,image236,image10288185_4545.npz,test,/Users/lesliemeng/ImPartial2/Data/GFAP/test_image
237,image237,image10288185_4547.npz,test,/Users/lesliemeng/ImPartial2/Data/GFAP/test_image
238,image238,image10288185_4548.npz,test,/Users/lesliemeng/ImPartial2/Data/GFAP/test_image
239,image239,image10288185_4549.npz,test,/Users/lesliemeng/ImPartial2/Data/GFAP/test_image
240,image240,image10288185_4550.npz,test,/Users/lesliemeng/ImPartial2/Data/GFAP/test_image
241,image241,image10288185_4551.npz,test,/Users/lesliemeng/ImPartial2/Data/GFAP/test_image
242,image242,image10288185_4552.npz,test,/Users/lesliemeng/ImPartial2/Data/GFAP/test_image
243,image243,image10288185_4553.npz,test,/Users/lesliemeng/ImPartial2/Data/GFAP/test_image
244,image244,image10288185_4554.npz,test,/Users/lesliemeng/ImPartial2/Data/GFAP/test_image
245,image245,image10288185_4555.npz,test,/Users/lesliemeng/ImPartial2/Data/GFAP/test_image
246,image246,image10288185_4556.npz,test,/Users/lesliemeng/ImPartial2/Data/GFAP/test_image
247,image247,image10288185_4557.npz,test,/Users/lesliemeng/ImPartial2/Data/GFAP/test_image
248,image248,image10288185_4558.npz,test,/Users/lesliemeng/ImPartial2/Data/GFAP/test_image
249,image249,image10288185_4559.npz,test,/Users/lesliemeng/ImPartial2/Data/GFAP/test_image
250,image250,image10288185_4560.npz,test,/Users/lesliemeng/ImPartial2/Data/GFAP/test_image
251,image251,image10288185_4561.npz,test,/Users/lesliemeng/ImPartial2/Data/GFAP/test_image
252,image252,image10288185_4562.npz,test,/Users/lesliemeng/ImPartial2/Data/GFAP/test_image
253,image253,image10288185_4563.npz,test,/Users/lesliemeng/ImPartial2/Data/GFAP/test_image
254,image254,image10288185_4564.npz,test,/Users/lesliemeng/ImPartial2/Data/GFAP/test_image
255,image255,image10288185_4565.npz,test,/Users/lesliemeng/ImPartial2/Data/GFAP/test_image
256,image256,image10288185_4566.npz,test,/Users/lesliemeng/ImPartial2/Data/GFAP/test_image
257,image257,image10288185_4567.npz,test,/Users/lesliemeng/ImPartial2/Data/GFAP/test_image
258,image258,image10288185_4568.npz,test,/Users/lesliemeng/ImPartial2/Data/GFAP/test_image
259,image259,image10288185_4569.npz,test,/Users/lesliemeng/ImPartial2/Data/GFAP/test_image
260,image260,image10288185_4570.npz,test,/Users/lesliemeng/ImPartial2/Data/GFAP/test_image
261,image261,image10288185_4571.npz,test,/Users/lesliemeng/ImPartial2/Data/GFAP/test_image
262,image262,image10288185_4572.npz,test,/Users/lesliemeng/ImPartial2/Data/GFAP/test_image
263,image263,image10288185_4573.npz,test,/Users/lesliemeng/ImPartial2/Data/GFAP/test_image
264,image264,image10288185_4574.npz,test,/Users/lesliemeng/ImPartial2/Data/GFAP/test_image
265,image265,image10288185_4575.npz,test,/Users/lesliemeng/ImPartial2/Data/GFAP/test_image
266,image266,image10288185_4576.npz,test,/Users/lesliemeng/ImPartial2/Data/GFAP/test_image
267,image267,image10288185_4577.npz,test,/Users/lesliemeng/ImPartial2/Data/GFAP/test_image
268,image268,image10288185_4578.npz,test,/Users/lesliemeng/ImPartial2/Data/GFAP/test_image
269,image269,image10290427_4683.npz,test,/Users/lesliemeng/ImPartial2/Data/GFAP/test_image
270,image270,image10290427_4684.npz,test,/Users/lesliemeng/ImPartial2/Data/GFAP/test_image
271,image271,image10290427_4685.npz,test,/Users/lesliemeng/ImPartial2/Data/GFAP/test_image
272,image272,image10290427_4686.npz,test,/Users/lesliemeng/ImPartial2/Data/GFAP/test_image
273,image273,image10290427_4687.npz,test,/Users/lesliemeng/ImPartial2/Data/GFAP/test_image
274,image274,image10290427_4688.npz,test,/Users/lesliemeng/ImPartial2/Data/GFAP/test_image
275,image275,image10290427_4689.npz,test,/Users/lesliemeng/ImPartial2/Data/GFAP/test_image
276,image276,image10290427_4690.npz,test,/Users/lesliemeng/ImPartial2/Data/GFAP/test_image
277,image277,image10290427_4691.npz,test,/Users/lesliemeng/ImPartial2/Data/GFAP/test_image
278,image278,image10290427_4692.npz,test,/Users/lesliemeng/ImPartial2/Data/GFAP/test_image
279,image279,image10290427_4693.npz,test,/Users/lesliemeng/ImPartial2/Data/GFAP/test_image
280,image280,image10290427_4694.npz,test,/Users/lesliemeng/ImPartial2/Data/GFAP/test_image
281,image281,image10290427_4695.npz,test,/Users/lesliemeng/ImPartial2/Data/GFAP/test_image
282,image282,image10290427_4696.npz,test,/Users/lesliemeng/ImPartial2/Data/GFAP/test_image
283,image283,image10290427_4697.npz,test,/Users/lesliemeng/ImPartial2/Data/GFAP/test_image
284,image284,image10290427_4698.npz,test,/Users/lesliemeng/ImPartial2/Data/GFAP/test_image
285,image285,image10290427_4699.npz,test,/Users/lesliemeng/ImPartial2/Data/GFAP/test_image
286,image286,image10290427_4700.npz,test,/Users/lesliemeng/ImPartial2/Data/GFAP/test_image
287,image287,image10290427_4701.npz,test,/Users/lesliemeng/ImPartial2/Data/GFAP/test_image
288,image288,image10290427_4702.npz,test,/Users/lesliemeng/ImPartial2/Data/GFAP/test_image
289,image289,image10290427_4703.npz,test,/Users/lesliemeng/ImPartial2/Data/GFAP/test_image
290,image290,image10290427_4704.npz,test,/Users/lesliemeng/ImPartial2/Data/GFAP/test_image
